name,export_rva,target_rva,target_size,source,status,notes
"??3FireWeaponWhenDamagedBehavior@@SAXPAXW4FireWeaponWhenDamagedBehaviorMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3FireWeaponWhenDeadBehavior@@SAXPAXW4FireWeaponWhenDeadBehaviorMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3FiringTracker@@SAXPAXW4FiringTrackerMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Object.cpp","matched",""
"??3FlammableUpdate@@SAXPAXW4FlammableUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3FloatingTextData@@SAXPAXW4FloatingTextDataMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/InGameUI.cpp","matched",""
"??3FloatUpdate@@SAXPAXW4FloatUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3FXListAtBonePosFXNugget@@SAXPAXW4FXListAtBonePosFXNuggetMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/FXList.cpp","matched",""
"??3FXListDie@@SAXPAXW4FXListDieMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3GameFont@@SAXPAXW4GameFontMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/GUI/GameFont.cpp","matched",""
"??3GameMessageParser@@SAXPAXW4GameMessageParserMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3GameMessageParserArgumentType@@SAXPAXW4GameMessageParserArgumentTypeMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/GameMessageParser.cpp","matched",""
"??3GarrisonContain@@SAXPAXW4GarrisonContainMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3GenericObjectCreationNugget@@SAXPAXW4GenericObjectCreationNuggetMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/ObjectCreationList.cpp","matched",""
"??3GrantUpgradeCreate@@SAXPAXW4GrantUpgradeCreateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3HackInternetState@@SAXPAXW4HackInternetStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/HackInternetAIUpdate.cpp","matched",""
"??3HackInternetStateMachine@@SAXPAXW4HackInternetStateMachineMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/HackInternetAIUpdate.cpp","matched",""
"??3HeadOffMapState@@SAXPAXW4HeadOffMapStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/DeliverPayloadAIUpdate.cpp","matched",""
"??3HealContain@@SAXPAXW4HealContainMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3HealCrateCollide@@SAXPAXW4HealCrateCollideMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3HeightDieUpdate@@SAXPAXW4HeightDieUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3HeliAIStateMachine@@SAXPAXW4HeliAIStateMachineMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3HeliTakeoffOrLandingState@@SAXPAXW4HeliTakeoffOrLandingStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3HighlanderBody@@SAXPAXW4HighlanderBodyMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3HijackerUpdate@@SAXPAXW4HijackerUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3Image@@SAXPAXW4ImageMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/MapUtil.cpp","matched",""
"??3ImmortalBody@@SAXPAXW4ImmortalBodyMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3InactiveBody@@SAXPAXW4InactiveBodyMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3InstantDeathBehavior@@SAXPAXW4InstantDeathBehaviorMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3JetAIStateMachine@@SAXPAXW4JetAIStateMachineMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3JetAwaitingRunwayState@@SAXPAXW4JetAwaitingRunwayStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3JetOrHeliCirclingDeadAirfieldState@@SAXPAXW4JetOrHeliCirclingDeadAirfieldStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3JetOrHeliParkOrientState@@SAXPAXW4JetOrHeliParkOrientStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3JetOrHeliReloadAmmoState@@SAXPAXW4JetOrHeliReloadAmmoStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3JetOrHeliReturnForLandingState@@SAXPAXW4JetOrHeliReturnForLandingStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3JetOrHeliReturningToDeadAirfieldState@@SAXPAXW4JetOrHeliReturningToDeadAirfieldStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3JetOrHeliTaxiState@@SAXPAXW4JetOrHeliTaxiStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3JetPauseBeforeTakeoffState@@SAXPAXW4JetPauseBeforeTakeoffStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3JetTakeoffOrLandingState@@SAXPAXW4JetTakeoffOrLandingStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp","matched",""
"??3KeepObjectDie@@SAXPAXW4KeepObjectDieMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3KindOfPercentProductionChange@@SAXPAXW4KindOfPercentProductionChangeMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/Common/RTS/Player.cpp","matched",""
"??3LaserUpdate@@SAXPAXW4LaserUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3LifetimeUpdate@@SAXPAXW4LifetimeUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3LightPulseFXNugget@@SAXPAXW4LightPulseFXNuggetMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/FXList.cpp","matched",""
"??3LockWeaponCreate@@SAXPAXW4LockWeaponCreateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3Locomotor@@SAXPAXW4LocomotorMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Locomotor.cpp","matched",""
"??3LocomotorSetUpgrade@@SAXPAXW4LocomotorSetUpgradeMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3LocomotorTemplate@@SAXPAXW4LocomotorTemplateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Locomotor.cpp","matched",""
"??3MapObject@@SAXPAXW4MapObjectMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/MapUtil.cpp","matched",""
"??3Mapping@@SAXPAXW4MappingMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/Common/System/DataChunk.cpp","matched",""
"??3MaxHealthUpgrade@@SAXPAXW4MaxHealthUpgradeMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3MetaMapRec@@SAXPAXW4MetaMapRecMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/MessageStream/MetaEvent.cpp","matched",""
"??3Mission@@SAXPAXW4MissionMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/System/CampaignManager.cpp","matched",""
"??3ModelConditionUpgrade@@SAXPAXW4ModelConditionUpgradeMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3MoneyCrateCollide@@SAXPAXW4MoneyCrateCollideMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3NamedTimerInfo@@SAXPAXW4NamedTimerInfoMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/InGameUI.cpp","matched",""
"??3NetAckBothCommandMsg@@SAXPAXW4NetAckBothCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetAckStage1CommandMsg@@SAXPAXW4NetAckStage1CommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetAckStage2CommandMsg@@SAXPAXW4NetAckStage2CommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetChatCommandMsg@@SAXPAXW4NetChatCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetCommandList@@SAXPAXW4NetCommandListMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetCommandWrapperList.cpp","matched",""
"??3NetCommandMsg@@SAXPAXW4NetCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetCommandRef@@SAXPAXW4NetCommandRefMagicEnum@0@@Z","","0x0082AD90","12","Code/GameEngine/Source/GameNetwork/NetCommandList.cpp","matched",""
"??3NetCommandWrapperListNode@@SAXPAXW4NetCommandWrapperListNodeMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetCommandWrapperList.cpp","matched",""
"??3NetDestroyPlayerCommandMsg@@SAXPAXW4NetDestroyPlayerCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/DisconnectManager.cpp","matched",""
"??3NetDisconnectChatCommandMsg@@SAXPAXW4NetDisconnectChatCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetDisconnectFrameCommandMsg@@SAXPAXW4NetDisconnectFrameCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetDisconnectKeepAliveCommandMsg@@SAXPAXW4NetDisconnectKeepAliveCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/DisconnectManager.cpp","matched",""
"??3NetDisconnectPlayerCommandMsg@@SAXPAXW4NetDisconnectPlayerCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/DisconnectManager.cpp","matched",""
"??3NetDisconnectScreenOffCommandMsg@@SAXPAXW4NetDisconnectScreenOffCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetDisconnectVoteCommandMsg@@SAXPAXW4NetDisconnectVoteCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/DisconnectManager.cpp","matched",""
"??3NetFileAnnounceCommandMsg@@SAXPAXW4NetFileAnnounceCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetFileCommandMsg@@SAXPAXW4NetFileCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetFileProgressCommandMsg@@SAXPAXW4NetFileProgressCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetFrameCommandMsg@@SAXPAXW4NetFrameCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetFrameResendRequestCommandMsg@@SAXPAXW4NetFrameResendRequestCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetGameCommandMsg@@SAXPAXW4NetGameCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetKeepAliveCommandMsg@@SAXPAXW4NetKeepAliveCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetPacket@@SAXPAXW4NetPacketMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetPacketRouterAckCommandMsg@@SAXPAXW4NetPacketRouterAckCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/DisconnectManager.cpp","matched",""
"??3NetPacketRouterQueryCommandMsg@@SAXPAXW4NetPacketRouterQueryCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetPlayerLeaveCommandMsg@@SAXPAXW4NetPlayerLeaveCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetProgressCommandMsg@@SAXPAXW4NetProgressCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetRunAheadCommandMsg@@SAXPAXW4NetRunAheadCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetRunAheadMetricsCommandMsg@@SAXPAXW4NetRunAheadMetricsCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3NetWrapperCommandMsg@@SAXPAXW4NetWrapperCommandMsgMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameNetwork/NetPacket.cpp","matched",""
"??3Object@@SAXPAXW4ObjectMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/System/GameLogic.cpp","matched",""
"??3ObjectCreationUpgrade@@SAXPAXW4ObjectCreationUpgradeMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3ObjectDefectionHelper@@SAXPAXW4ObjectDefectionHelperMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Object.cpp","matched",""
"??3ObjectRepulsorHelper@@SAXPAXW4ObjectRepulsorHelperMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Object.cpp","matched",""
"??3ObjectSellInfo@@SAXPAXW4ObjectSellInfoMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/Common/System/BuildAssistant.cpp","matched",""
"??3ObjectSMCHelper@@SAXPAXW4ObjectSMCHelperMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Object.cpp","matched",""
"??3ObjectTracker@@SAXPAXW4ObjectTrackerMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Behavior/PropagandaTowerBehavior.cpp","matched",""
"??3ObjectTypes@@SAXPAXW4ObjectTypesMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/ScriptEngine/ScriptConditions.cpp","matched",""
"??3ObjectWeaponStatusHelper@@SAXPAXW4ObjectWeaponStatusHelperMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Object.cpp","matched",""
"??3OCLSpecialPower@@SAXPAXW4OCLSpecialPowerMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3OpenContain@@SAXPAXW4OpenContainMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3OrCondition@@SAXPAXW4OrConditionMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/ScriptEngine/Scripts.cpp","matched",""
"??3PackingState@@SAXPAXW4PackingStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/HackInternetAIUpdate.cpp","matched",""
"??3Parameter@@SAXPAXW4ParameterMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/ScriptEngine/Scripts.cpp","matched",""
"??3Particle@@SAXPAXW4ParticleMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/System/ParticleSys.cpp","matched",""
"??3ParticleSystem@@SAXPAXW4ParticleSystemMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/System/ParticleSys.cpp","matched",""
"??3ParticleSystemFXNugget@@SAXPAXW4ParticleSystemFXNuggetMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/FXList.cpp","matched",""
"??3ParticleSystemTemplate@@SAXPAXW4ParticleSystemTemplateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/System/ParticleSys.cpp","matched",""
"??3PartitionData@@SAXPAXW4PartitionDataMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/PartitionManager.cpp","matched",""
"??3Path@@SAXPAXW4PathMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/AI/AIPathfind.cpp","matched",""
"??3PathNode@@SAXPAXW4PathNodeMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/AI/AIPathfind.cpp","matched",""
"??3PlayerRelationMap@@SAXPAXW4PlayerRelationMapMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/Common/RTS/Player.cpp","matched",""
"??3PoisonedBehavior@@SAXPAXW4PoisonedBehaviorMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3PolygonTrigger@@SAXPAXW4PolygonTriggerMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Map/PolygonTrigger.cpp","matched",""
"??3PopupMessageData@@SAXPAXW4PopupMessageDataMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/InGameUI.cpp","matched",""
"??3PreorderCreate@@SAXPAXW4PreorderCreateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3ProductionEntry@@SAXPAXW4ProductionEntryMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/ProductionUpdate.cpp","matched",""
"??3ProductionUpdate@@SAXPAXW4ProductionUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3ProneUpdate@@SAXPAXW4ProneUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3PropagandaTowerBehavior@@SAXPAXW4PropagandaTowerBehaviorMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3QueueProductionExitUpdate@@SAXPAXW4QueueProductionExitUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3RadarObject@@SAXPAXW4RadarObjectMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/Common/System/Radar.cpp","matched",""
"??3RadarUpdate@@SAXPAXW4RadarUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3RadarUpgrade@@SAXPAXW4RadarUpgradeMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3RadiusDecalUpdate@@SAXPAXW4RadiusDecalUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3RailedTransportDockUpdate@@SAXPAXW4RailedTransportDockUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3RAMFile@@SAXPAXW4RAMFileMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngineDevice/Source/Win32Device/Common/Win32BIGFile.cpp","matched",""
"??3RankInfo@@SAXPAXW4RankInfoMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/System/RankInfo.cpp","matched",""
"??3RayEffectFXNugget@@SAXPAXW4RayEffectFXNuggetMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/FXList.cpp","matched",""
"??3RecoverFromOffMapState@@SAXPAXW4RecoverFromOffMapStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/DeliverPayloadAIUpdate.cpp","matched",""
"??3RegroupingState@@SAXPAXW4RegroupingStateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/SupplyTruckAIUpdate.cpp","matched",""
"??3RepairDockUpdate@@SAXPAXW4RepairDockUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3ResourceGatheringManager@@SAXPAXW4ResourceGatheringManagerMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/Common/RTS/Player.cpp","matched",""
"??3RiderChangeContain@@SAXPAXW4RiderChangeContainMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3SalvageCrateCollide@@SAXPAXW4SalvageCrateCollideMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3ScienceInfo@@SAXPAXW4ScienceInfoMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/Common/RTS/Science.cpp","matched",""
"??3Script@@SAXPAXW4ScriptMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/ScriptEngine/Scripts.cpp","matched",""
"??3ScriptAction@@SAXPAXW4ScriptActionMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/ScriptEngine/Scripts.cpp","matched",""
"??3ScriptGroup@@SAXPAXW4ScriptGroupMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/ScriptEngine/Scripts.cpp","matched",""
"??3ScriptList@@SAXPAXW4ScriptListMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/ScriptEngine/Scripts.cpp","matched",""
"??3SequentialScript@@SAXPAXW4SequentialScriptMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/ScriptEngine/ScriptActions.cpp","matched",""
"??3ShroudCrateCollide@@SAXPAXW4ShroudCrateCollideMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3SightingInfo@@SAXPAXW4SightingInfoMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/Object.cpp","matched",""
"??3SimpleObjectIterator@@SAXPAXW4SimpleObjectIteratorMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/PartitionManager.cpp","matched",""
"??3SlavedUpdate@@SAXPAXW4SlavedUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3SoundFXNugget@@SAXPAXW4SoundFXNuggetMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameClient/FXList.cpp","matched",""
"??3SpawnBehavior@@SAXPAXW4SpawnBehaviorMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3SpawnPointProductionExitUpdate@@SAXPAXW4SpawnPointProductionExitUpdateMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
"??3SpecialAbility@@SAXPAXW4SpecialAbilityMagicEnum@0@@Z","","0x007EFFF0","12","Code/GameEngine/Source/GameLogic/Object/module_pool_glue_bulk.cpp","matched",""
